#Gene	 Score
CHD6	 0.00139547
CACTIN	 0.00139547
BBS9	 0.00139547
ATP13A4	 0.00139547
ARFGEF1	 0.00139547
ABL1	 0.00139547
NAV3	 0.00135368
CRIPAK	 0.00135368
TJP1	 0.001291
TIAM1	 0.001291
THBS2	 0.001291
SLC4A4	 0.001291
ROR2	 0.001291
RGS12	 0.001291
RASGRF1	 0.001291
PCM1	 0.001291
PCDHB13	 0.001291
OCA2	 0.001291
NLRC5	 0.001291
MYO5A	 0.001291
LAMB4	 0.001291
IGSF3	 0.001291
HELZ	 0.001291
GLDC	 0.001291
EPHB1	 0.001291
DOCK3	 0.001291
DLC1	 0.001291
CNTRL	 0.001291
BRD3	 0.001291
ADGRG4	 0.001291
ADGRB1	 0.001291
NCOR2	 0.00128577
ZNF91	 0.00124077
ZNF839	 0.00124077
ZNF619	 0.00124077
ZMIZ2	 0.00124077
ZCCHC11	 0.00124077
WNT7A	 0.00124077
TTLL4	 0.00124077
TGFBRAP1	 0.00124077
STAT1	 0.00124077
STAC2	 0.00124077
SOAT2	 0.00124077
SLFN13	 0.00124077
SLCO5A1	 0.00124077
SLC26A1	 0.00124077
SLC1A7	 0.00124077
SLC12A5	 0.00124077
SFTPB	 0.00124077
SCARF1	 0.00124077
SBSN	 0.00124077
SATB2	 0.00124077
RNF40	 0.00124077
RAB3GAP2	 0.00124077
PTK6	 0.00124077
POGZ	 0.00124077
PLEKHM2	 0.00124077
PLEKHA7	 0.00124077
PHF20L1	 0.00124077
PHC1	 0.00124077
PEAK1	 0.00124077
PDZRN4	 0.00124077
PDE10A	 0.00124077
PCDHGB6	 0.00124077
PCCA	 0.00124077
PARP1	 0.00124077
P3H2	 0.00124077
OSBPL6	 0.00124077
NUMBL	 0.00124077
NRK	 0.00124077
NOD1	 0.00124077
NLRP6	 0.00124077
MYO6	 0.00124077
MYO3B	 0.00124077
MYO1E	 0.00124077
MOV10L1	 0.00124077
MMP3	 0.00124077
MLXIP	 0.00124077
MLLT6	 0.00124077
MED12	 0.00124077
MDGA2	 0.00124077
LPP	 0.00124077
LEPR	 0.00124077
LAIR1	 0.00124077
KLHL1	 0.00124077
IRX4	 0.00124077
HDLBP	 0.00124077
GPATCH1	 0.00124077
GIMAP8	 0.00124077
GFM1	 0.00124077
GAPVD1	 0.00124077
GABRD	 0.00124077
FILIP1L	 0.00124077
FCHO1	 0.00124077
EXO1	 0.00124077
EIF2B4	 0.00124077
EGR4	 0.00124077
DDX10	 0.00124077
CSE1L	 0.00124077
CREB3L1	 0.00124077
COPA	 0.00124077
COL4A3BP	 0.00124077
COG7	 0.00124077
COG5	 0.00124077
CLASP2	 0.00124077
CHRNA2	 0.00124077
CDT1	 0.00124077
CAPN13	 0.00124077
CADM1	 0.00124077
CACNB1	 0.00124077
CACNA1F	 0.00124077
CACHD1	 0.00124077
C9orf173	 0.00124077
C7	 0.00124077
C5	 0.00124077
C16orf96	 0.00124077
BMS1	 0.00124077
BCL11B	 0.00124077
BAZ2A	 0.00124077
BAG3	 0.00124077
ATRN	 0.00124077
ATP8B2	 0.00124077
ATCAY	 0.00124077
ASXL1	 0.00124077
ARMC12	 0.00124077
ARID2	 0.00124077
ANO2	 0.00124077
AMPD2	 0.00124077
ALDH18A1	 0.00124077
AK9	 0.00124077
ADGRG3	 0.00124077
ACTN2	 0.00124077
ABCC12	 0.00124077
ABCB1	 0.00124077
FREM2	 0.00117021
TRIO	 0.0011641
FRY	 0.0011641
UTP20	 0.00114554
TMEM94	 0.00114554
TENM1	 0.00114554
SLC12A4	 0.00114554
SCN3A	 0.00114554
REV3L	 0.00114554
PRDM10	 0.00114554
PCDHGB7	 0.00114554
GON4L	 0.00114554
EVPL	 0.00114554
CUX2	 0.00114554
COL2A1	 0.00114554
CACNA1C	 0.00114554
STAB2	 0.001119
POM121	 0.001119
NYNRIN	 0.001119
NPC1	 0.001119
NCKAP5	 0.001119
ITGB2	 0.001119
FREM1	 0.001119
FLNC	 0.00100847
SIDT2	 0.000988888
PNPLA7	 0.000988888
PCSK5	 0.000988888
DLGAP2	 0.000988888
PI4KA	 0.000916146
PCNXL3	 0.000916146
ITPR1	 0.000916146
CHD5	 0.000916146
DNAH9	 0.000913263
DOPEY2	 0.000910785
ZFC3H1	 0.000837187
ZDBF2	 0.000837187
PPL	 0.000837187
TBC1D9B	 0.000795257
SLC2A9	 0.000795257
SLC12A3	 0.000795257
RTP5	 0.000795257
RGPD3	 0.000795257
PARP14	 0.000795257
NFRKB	 0.000795257
KIF14	 0.000795257
JAKMIP1	 0.000795257
FER1L6	 0.000795257
CPS1	 0.000795257
CPNE2	 0.000795257
CLSTN1	 0.000795257
CFAP100	 0.000795257
AKAP6	 0.000795257
PCLO	 0.000788773
ZXDC	 0.000781033
ZNF678	 0.000781033
ZNF57	 0.000781033
ZNF317	 0.000781033
ZNF284	 0.000781033
ZFYVE9	 0.000781033
ZC3HAV1	 0.000781033
ZBTB38	 0.000781033
WIPI2	 0.000781033
WDR4	 0.000781033
WDR37	 0.000781033
USP32	 0.000781033
UROC1	 0.000781033
URI1	 0.000781033
UPF2	 0.000781033
UNC45B	 0.000781033
UGT2B11	 0.000781033
UBR2	 0.000781033
TYW1	 0.000781033
TUBGCP5	 0.000781033
TUBB4A	 0.000781033
TTC16	 0.000781033
TRHDE	 0.000781033
TOP3A	 0.000781033
TMEM214	 0.000781033
TMC5	 0.000781033
TIGD7	 0.000781033
THOP1	 0.000781033
THBS3	 0.000781033
TBC1D10B	 0.000781033
TAOK2	 0.000781033
SYT17	 0.000781033
SYDE1	 0.000781033
STAT5B	 0.000781033
ST8SIA2	 0.000781033
SSTR4	 0.000781033
SMCHD1	 0.000781033
SMARCC2	 0.000781033
SLFN14	 0.000781033
SLC39A12	 0.000781033
SLC28A1	 0.000781033
SLC15A1	 0.000781033
SIGLEC9	 0.000781033
SEL1L2	 0.000781033
SAMD9	 0.000781033
RBMXL2	 0.000781033
RASGRF2	 0.000781033
RAPGEF1	 0.000781033
RALGAPB	 0.000781033
RABGAP1	 0.000781033
PZP	 0.000781033
PUS1	 0.000781033
PTX4	 0.000781033
PRKCSH	 0.000781033
PRDM13	 0.000781033
PLEKHG4	 0.000781033
PKP1	 0.000781033
PAXBP1	 0.000781033
P2RX4	 0.000781033
OLFML2B	 0.000781033
NRROS	 0.000781033
NRP2	 0.000781033
NOL4L	 0.000781033
NAT10	 0.000781033
N4BP2	 0.000781033
MTPAP	 0.000781033
MORN1	 0.000781033
MGRN1	 0.000781033
METTL13	 0.000781033
MEGF11	 0.000781033
MAP3K5	 0.000781033
LTF	 0.000781033
LIPC	 0.000781033
LAMP1	 0.000781033
KSR1	 0.000781033
KCNK16	 0.000781033
KCNH4	 0.000781033
ILKAP	 0.000781033
IKZF4	 0.000781033
IKZF3	 0.000781033
HSF2	 0.000781033
GTPBP4	 0.000781033
GRK7	 0.000781033
GPC2	 0.000781033
GP1BA	 0.000781033
GNPAT	 0.000781033
GCK	 0.000781033
GAD2	 0.000781033
GAB4	 0.000781033
FTSJ3	 0.000781033
FGD3	 0.000781033
FAM184A	 0.000781033
FAM160B1	 0.000781033
EPB41L1	 0.000781033
ECE1	 0.000781033
DVL3	 0.000781033
DMBX1	 0.000781033
DGKI	 0.000781033
DACT1	 0.000781033
CYP21A2	 0.000781033
CXADR	 0.000781033
CWC22	 0.000781033
CNTN2	 0.000781033
CLCN6	 0.000781033
CLASRP	 0.000781033
CHAT	 0.000781033
CGNL1	 0.000781033
CFTR	 0.000781033
CFAP206	 0.000781033
CDK12	 0.000781033
CCDC80	 0.000781033
CCDC66	 0.000781033
CACNG1	 0.000781033
BTBD9	 0.000781033
BRD7	 0.000781033
BPIFB4	 0.000781033
BPI	 0.000781033
BAIAP2L1	 0.000781033
ATP1A3	 0.000781033
ASAP2	 0.000781033
ARRB2	 0.000781033
ARHGAP28	 0.000781033
ANKRD35	 0.000781033
ANKEF1	 0.000781033
AK5	 0.000781033
AEBP1	 0.000781033
ADAMTS8	 0.000781033
ACTRT2	 0.000781033
ACSM2A	 0.000781033
ABCA5	 0.000781033
ZNF837	 0.000775259
ZDHHC8	 0.000775259
YEATS2	 0.000775259
XPO6	 0.000775259
VAV1	 0.000775259
USH1C	 0.000775259
TRPV4	 0.000775259
TRPM6	 0.000775259
SSTR3	 0.000775259
SLC14A2	 0.000775259
SEMA3F	 0.000775259
PTPN6	 0.000775259
PTPN3	 0.000775259
PPP1R16B	 0.000775259
PLCB3	 0.000775259
PCF11	 0.000775259
PCDHA4	 0.000775259
PATL1	 0.000775259
PARD3	 0.000775259
OPTN	 0.000775259
NRXN3	 0.000775259
NLRP1	 0.000775259
MYH15	 0.000775259
MED12L	 0.000775259
MATK	 0.000775259
LILRB2	 0.000775259
LETM1	 0.000775259
LAMB2	 0.000775259
KRT76	 0.000775259
KRT6A	 0.000775259
KIF20B	 0.000775259
KIF13B	 0.000775259
KIAA1024	 0.000775259
KCNU1	 0.000775259
IPO13	 0.000775259
INPPL1	 0.000775259
ICE1	 0.000775259
H2AFY2	 0.000775259
GTF2IRD1	 0.000775259
GRN	 0.000775259
GEMIN5	 0.000775259
FAM21C	 0.000775259
ELL	 0.000775259
DNER	 0.000775259
DIS3L	 0.000775259
DIP2A	 0.000775259
DAG1	 0.000775259
CYP11B1	 0.000775259
COL4A3	 0.000775259
CILP2	 0.000775259
CELF3	 0.000775259
CDH20	 0.000775259
CAPN14	 0.000775259
C1orf101	 0.000775259
BAG6	 0.000775259
ATP6V0A4	 0.000775259
ATP12A	 0.000775259
ATG2B	 0.000775259
ASXL2	 0.000775259
ARMC5	 0.000775259
ANKRD30B	 0.000775259
ADGRF3	 0.000775259
WWC1	 0.000754344
VAC14	 0.000754344
TEX15	 0.000754344
SPAG17	 0.000754344
QRICH2	 0.000754344
PCNX	 0.000754344
MYO1D	 0.000754344
MDGA1	 0.000754344
LY75-CD302	 0.000754344
LIG3	 0.000754344
KCNC1	 0.000754344
JMJD1C	 0.000754344
GALNT14	 0.000754344
ESYT3	 0.000754344
CYFIP1	 0.000754344
COL11A2	 0.000754344
CAMSAP1	 0.000754344
ATP4A	 0.000754344
DNAH5	 0.000747178
OTOGL	 0.000698486
NAV2	 0.000698486
MTOR	 0.000698486
GLI2	 0.000698486
CCDC88C	 0.000698486
UNC13C	 0.000682273
ULK1	 0.000682273
TET1	 0.000682273
SNED1	 0.000682273
SIPA1L1	 0.000682273
LPA	 0.000682273
KIAA1683	 0.000682273
DUOX1	 0.000682273
DENND4C	 0.000682273
CHD4	 0.000682273
CDYL	 0.000682273
ASCC3	 0.000682273
ANPEP	 0.000682273
SPEG	 0.000673315
ZSWIM4	 0.000652021
WIZ	 0.000652021
WDR3	 0.000652021
TTLL2	 0.000652021
TTC12	 0.000652021
TOPAZ1	 0.000652021
TOP1MT	 0.000652021
TAF4	 0.000652021
STK36	 0.000652021
SPECC1	 0.000652021
SLC34A2	 0.000652021
SLC22A14	 0.000652021
SLC17A8	 0.000652021
SF3B3	 0.000652021
SCN11A	 0.000652021
RHOBTB2	 0.000652021
RAPGEF3	 0.000652021
PYGO1	 0.000652021
PNKP	 0.000652021
PLXNB3	 0.000652021
PLCL1	 0.000652021
PLCB2	 0.000652021
PLA2G4E	 0.000652021
PIWIL1	 0.000652021
PDGFRA	 0.000652021
PDE11A	 0.000652021
NRXN2	 0.000652021
NR1H2	 0.000652021
NID2	 0.000652021
NHSL2	 0.000652021
MUC13	 0.000652021
LUZP1	 0.000652021
KRT83	 0.000652021
KRT6C	 0.000652021
KCNH7	 0.000652021
IQCA1	 0.000652021
INPP5K	 0.000652021
IFNGR1	 0.000652021
ICA1	 0.000652021
HYOU1	 0.000652021
GRAMD1B	 0.000652021
GPR78	 0.000652021
GPAA1	 0.000652021
GAB2	 0.000652021
FRMD1	 0.000652021
FNDC7	 0.000652021
FBXL18	 0.000652021
FAM90A1	 0.000652021
FAM189A1	 0.000652021
FAM184B	 0.000652021
EYA2	 0.000652021
EXOC3	 0.000652021
ERCC3	 0.000652021
DSG3	 0.000652021
CT47B1	 0.000652021
CPD	 0.000652021
CPA4	 0.000652021
COL9A1	 0.000652021
COL4A6	 0.000652021
CHERP	 0.000652021
CFAP43	 0.000652021
CENPJ	 0.000652021
CELF4	 0.000652021
CDH2	 0.000652021
CASP14	 0.000652021
CAPN12	 0.000652021
C17orf97	 0.000652021
BRINP1	 0.000652021
ATP2A2	 0.000652021
ATG7	 0.000652021
ARVCF	 0.000652021
ARRDC2	 0.000652021
ARHGEF18	 0.000652021
ARHGAP4	 0.000652021
APOBEC3B	 0.000652021
AP3B2	 0.000652021
AP3B1	 0.000652021
AKT2	 0.000652021
ADAMTS9	 0.000652021
ADAM18	 0.000652021
PLB1	 0.000597838
COL4A4	 0.000597838
WDFY3	 0.000576114
TULP4	 0.000512162
ITPR2	 0.000512162
ATP10A	 0.000512162
SYNE1	 0.000496378
SVEP1	 0.000481449
GCN1	 0.000481449
MYH7B	 0.000470735
LAMA1	 0.000470714
ZBTB21	 0.000448571
TRAK1	 0.000448571
TLR9	 0.000448571
SLC8A2	 0.000448571
SALL1	 0.000448571
RAI1	 0.000448571
PLXNC1	 0.000448571
PLEKHG2	 0.000448571
PLCE1	 0.000448571
PASK	 0.000448571
NPHP4	 0.000448571
MYH10	 0.000448571
MAST1	 0.000448571
LRRN3	 0.000448571
IQGAP3	 0.000448571
FLT4	 0.000448571
DMXL2	 0.000448571
DLGAP3	 0.000448571
C2orf71	 0.000448571
ADGRD1	 0.000448571
RGPD4	 0.000436115
MAST3	 0.000436115
LYST	 0.000436115
KIAA0100	 0.000436115
ITGAE	 0.000436115
FAM135B	 0.000436115
BZRAP1	 0.000436115
APOBR	 0.000436115
AFF3	 0.000436115
PKHD1L1	 0.000431387
MYO18B	 0.000431387
MYO18A	 0.000431387
ASPM	 0.000431387
ZEB2	 0.000423192
TTLL3	 0.000423192
TCEB3B	 0.000423192
TBC1D9	 0.000423192
TBC1D31	 0.000423192
TAF6	 0.000423192
SYN3	 0.000423192
ST3GAL1	 0.000423192
ST18	 0.000423192
SNRNP200	 0.000423192
SMC2	 0.000423192
SLC4A2	 0.000423192
SLC41A1	 0.000423192
SAMD4A	 0.000423192
RFTN1	 0.000423192
RASAL3	 0.000423192
PYGB	 0.000423192
PTK2	 0.000423192
PPRC1	 0.000423192
NFATC2	 0.000423192
NELFB	 0.000423192
MYT1	 0.000423192
MRC2	 0.000423192
LIFR	 0.000423192
LGR6	 0.000423192
LDLR	 0.000423192
KCNV2	 0.000423192
FRMPD4	 0.000423192
FANCM	 0.000423192
FAM160A1	 0.000423192
EDRF1	 0.000423192
DSG1	 0.000423192
DIS3L2	 0.000423192
DDX60	 0.000423192
CDON	 0.000423192
CDH22	 0.000423192
C7orf31	 0.000423192
BCAR1	 0.000423192
BAZ2B	 0.000423192
ATP13A2	 0.000423192
ASXL3	 0.000423192
ANKS1B	 0.000423192
ADGRB2	 0.000423192
ABCC4	 0.000423192
ZMIZ1	 0.000402039
SLC4A11	 0.000402039
SHANK2	 0.000402039
SEMA6A	 0.000402039
ROS1	 0.000402039
MYO1F	 0.000402039
MAN2B2	 0.000402039
IFT140	 0.000402039
CASP8AP2	 0.000402039
AGO2	 0.000402039
ZNF549	 0.000382186
ZNF451	 0.000382186
ZNF404	 0.000382186
ZNF226	 0.000382186
ZMYM6	 0.000382186
ZMYM2	 0.000382186
ZBTB7C	 0.000382186
ZBTB48	 0.000382186
XKR6	 0.000382186
VWCE	 0.000382186
UBN2	 0.000382186
TSSK2	 0.000382186
TRPM4	 0.000382186
TRPC4AP	 0.000382186
THSD4	 0.000382186
SUPT6H	 0.000382186
STXBP5L	 0.000382186
STIM1	 0.000382186
SP110	 0.000382186
SMC1B	 0.000382186
SLC36A2	 0.000382186
SLC26A9	 0.000382186
SLC22A7	 0.000382186
SFSWAP	 0.000382186
SEMA3G	 0.000382186
SCAPER	 0.000382186
RBL1	 0.000382186
RBBP8	 0.000382186
RASGRP1	 0.000382186
QSER1	 0.000382186
PYHIN1	 0.000382186
PTK7	 0.000382186
PTGFRN	 0.000382186
PSD2	 0.000382186
PPP6R3	 0.000382186
PPP2R4	 0.000382186
PPP1R3F	 0.000382186
PLPPR1	 0.000382186
PDE6C	 0.000382186
PCDHGA8	 0.000382186
PCDHAC2	 0.000382186
PAQR9	 0.000382186
PADI4	 0.000382186
OSBPL3	 0.000382186
OGDHL	 0.000382186
NPLOC4	 0.000382186
NACA	 0.000382186
MYRIP	 0.000382186
MYO1H	 0.000382186
MX2	 0.000382186
MUTYH	 0.000382186
MN1	 0.000382186
MGAT5B	 0.000382186
MCF2L2	 0.000382186
MBD3	 0.000382186
MAPK13	 0.000382186
MAGEA6	 0.000382186
LVRN	 0.000382186
LRP3	 0.000382186
LRIG3	 0.000382186
LMTK3	 0.000382186
LMO7	 0.000382186
LGALS9C	 0.000382186
LCP1	 0.000382186
KRTAP10-6	 0.000382186
KNG1	 0.000382186
KIAA1147	 0.000382186
KEL	 0.000382186
KDM2B	 0.000382186
KCNQ5	 0.000382186
JPH1	 0.000382186
JMY	 0.000382186
ISM1	 0.000382186
GRIN1	 0.000382186
GATA3	 0.000382186
GALE	 0.000382186
FUS	 0.000382186
FAP	 0.000382186
EPS8	 0.000382186
EIF3D	 0.000382186
EHBP1	 0.000382186
DPY19L3	 0.000382186
DNMBP	 0.000382186
DENND5B	 0.000382186
DCBLD1	 0.000382186
CTTNBP2	 0.000382186
CES5A	 0.000382186
CEP164	 0.000382186
CDRT1	 0.000382186
CDH26	 0.000382186
CDC23	 0.000382186
CDC14A	 0.000382186
CCNA1	 0.000382186
BLM	 0.000382186
BCL11A	 0.000382186
AZIN2	 0.000382186
ATP1A1	 0.000382186
ASPH	 0.000382186
ARHGEF26	 0.000382186
APP	 0.000382186
APBA2	 0.000382186
ANKRD50	 0.000382186
ANKRD26	 0.000382186
AMOTL2	 0.000382186
ALPK1	 0.000382186
AKAP8	 0.000382186
ADGRA3	 0.000382186
ABLIM3	 0.000382186
AANAT	 0.000382186
UNC13A	 0.000357618
TSHZ1	 0.000357618
TANC2	 0.000357618
NCOR1	 0.000357618
IGSF10	 0.000357618
COL5A1	 0.000357618
ZNF746	 0.000340162
ZNF644	 0.000340162
ZNF608	 0.000340162
ZNF17	 0.000340162
ZBTB16	 0.000340162
WWOX	 0.000340162
VPS37B	 0.000340162
VCPIP1	 0.000340162
USP49	 0.000340162
UPF1	 0.000340162
UNC13B	 0.000340162
TUT1	 0.000340162
TTC21A	 0.000340162
TRPV6	 0.000340162
TRIP12	 0.000340162
TRIM67	 0.000340162
TMEM132B	 0.000340162
TGM6	 0.000340162
TFIP11	 0.000340162
TDRD3	 0.000340162
TCF25	 0.000340162
TBC1D16	 0.000340162
SVOPL	 0.000340162
SPATA20	 0.000340162
SLC9A1	 0.000340162
SLC1A1	 0.000340162
SLC12A2	 0.000340162
SLC12A1	 0.000340162
SIK1	 0.000340162
RGS22	 0.000340162
RCBTB1	 0.000340162
RBM33	 0.000340162
RASA1	 0.000340162
PSD	 0.000340162
PRPF4B	 0.000340162
PHLPP2	 0.000340162
PHLDB2	 0.000340162
PFKFB3	 0.000340162
NTRK1	 0.000340162
NPAS3	 0.000340162
NADK	 0.000340162
MORC1	 0.000340162
MKL1	 0.000340162
L1TD1	 0.000340162
KIDINS220	 0.000340162
KIAA1614	 0.000340162
KCNH2	 0.000340162
JPH2	 0.000340162
IRF2BPL	 0.000340162
INTS9	 0.000340162
INPP4A	 0.000340162
INCENP	 0.000340162
ILF3	 0.000340162
IL3RA	 0.000340162
GP6	 0.000340162
GCC2	 0.000340162
GBP1	 0.000340162
GART	 0.000340162
FZR1	 0.000340162
FUK	 0.000340162
FNIP2	 0.000340162
FKBP15	 0.000340162
FAN1	 0.000340162
ESF1	 0.000340162
E2F8	 0.000340162
DDX43	 0.000340162
DDX31	 0.000340162
COPG1	 0.000340162
COG1	 0.000340162
CNTNAP4	 0.000340162
CLIP2	 0.000340162
CGN	 0.000340162
CECR2	 0.000340162
CDH1	 0.000340162
CASP2	 0.000340162
CARS	 0.000340162
CAPN5	 0.000340162
CACNA1S	 0.000340162
C16orf62	 0.000340162
C15orf39	 0.000340162
BRIP1	 0.000340162
BICD2	 0.000340162
ATXN7L1	 0.000340162
ATP10D	 0.000340162
ATG9A	 0.000340162
ANKRD24	 0.000340162
ABCC11	 0.000340162
NEB	 0.000325392
RYR1	 0.000318858
PKD1L1	 0.000310071
OTOF	 0.000310071
MYLK	 0.000310071
MAP1B	 0.000310071
VWF	 0.000307153
TRANK1	 0.000304734
FAT2	 0.000304734
WDFY4	 0.000294775
TLN2	 0.000294775
FCGBP	 0.000287971
NAV1	 0.000263711
FN1	 0.000263711
DMBT1	 0.000263711
XAB2	 0.000250588
VWA5B1	 0.000250588
TELO2	 0.000250588
TBC1D1	 0.000250588
GRIN2D	 0.000250588
GPR179	 0.000250588
EFCAB6	 0.000250588
DGKD	 0.000250588
ATR	 0.000250588
ARFGEF2	 0.000250588
YLPM1	 0.000249615
SPATA31D1	 0.000249615
SLX4	 0.000249615
RIMBP2	 0.000249615
PLXNA3	 0.000249615
PARP4	 0.000249615
NOS3	 0.000249615
NEURL4	 0.000249615
MYOF	 0.000249615
FBN2	 0.000249615
DENND3	 0.000249615
CEP350	 0.000249615
ATXN1	 0.000249615
APC	 0.000249615
SPTBN2	 0.000240134
SACS	 0.000240134
CDH4	 0.000240134
ANKRD11	 0.000240134
ZFAT	 0.000234513
TRPM1	 0.000234513
TPR	 0.000234513
TET3	 0.000234513
SETD1A	 0.000234513
PTCH1	 0.000234513
POLE	 0.000234513
PCDHB14	 0.000234513
MCF2L	 0.000234513
HIVEP3	 0.000234513
GRIN2C	 0.000234513
GAK	 0.000234513
DOCK5	 0.000234513
COL27A1	 0.000234513
ASH1L	 0.000234513
ARHGAP39	 0.000234513
ZMYM4	 0.000228997
WDR27	 0.000228997
VPS13A	 0.000228997
TNKS	 0.000228997
TMEM63B	 0.000228997
THADA	 0.000228997
TBC1D2	 0.000228997
SYNGAP1	 0.000228997
SOX7	 0.000228997
SEMA4D	 0.000228997
SEC16B	 0.000228997
SCN1A	 0.000228997
RASAL2	 0.000228997
PREX1	 0.000228997
PPP1R3A	 0.000228997
PPFIA3	 0.000228997
PLEKHH2	 0.000228997
PDE4D	 0.000228997
PCDHAC1	 0.000228997
NWD2	 0.000228997
NEK1	 0.000228997
MROH2B	 0.000228997
MIB2	 0.000228997
KIF21A	 0.000228997
KDM5A	 0.000228997
FRMPD1	 0.000228997
FBRSL1	 0.000228997
DENND2A	 0.000228997
DBH	 0.000228997
CNTLN	 0.000228997
CLSTN3	 0.000228997
CENPF	 0.000228997
CDC42BPB	 0.000228997
CACNA2D4	 0.000228997
BRF1	 0.000228997
BACH2	 0.000228997
ATP8B3	 0.000228997
ABCC3	 0.000228997
ABCB8	 0.000228997
MYO7A	 0.00022091
MEGF6	 0.00022091
KIAA1549	 0.00022091
ANKRD17	 0.00022091
UTRN	 0.000211768
LTBP2	 0.000211768
LDB3	 0.000211768
ALMS1	 0.000211768
TNXB	 0.000195416
ZRANB3	 0.000186607
ZNF658	 0.000186607
ZNF609	 0.000186607
ZNF341	 0.000186607
ZNF300	 0.000186607
XDH	 0.000186607
WIPF3	 0.000186607
WDR6	 0.000186607
VWA3A	 0.000186607
VPS53	 0.000186607
VEPH1	 0.000186607
USP9X	 0.000186607
UHRF1BP1L	 0.000186607
TXNDC16	 0.000186607
TTI1	 0.000186607
TSC1	 0.000186607
TRPA1	 0.000186607
TRIM45	 0.000186607
TP53BP1	 0.000186607
SYNPO	 0.000186607
SYNJ1	 0.000186607
SS18L1	 0.000186607
SRP54	 0.000186607
SPTBN4	 0.000186607
SOX5	 0.000186607
SOS2	 0.000186607
SNAPC3	 0.000186607
SLFNL1	 0.000186607
SLC6A12	 0.000186607
SLC5A11	 0.000186607
SH3PXD2A	 0.000186607
SH3KBP1	 0.000186607
SGTA	 0.000186607
RNFT2	 0.000186607
RNF123	 0.000186607
RGL3	 0.000186607
RBM15	 0.000186607
RAP1GAP	 0.000186607
RALGPS2	 0.000186607
PSG4	 0.000186607
PRR14L	 0.000186607
PLOD1	 0.000186607
PIK3CG	 0.000186607
PHLDB1	 0.000186607
PDLIM7	 0.000186607
PCDHB15	 0.000186607
P2RY8	 0.000186607
NOLC1	 0.000186607
NGFR	 0.000186607
NEDD9	 0.000186607
NEDD4L	 0.000186607
NAALADL1	 0.000186607
MYO19	 0.000186607
MVP	 0.000186607
MTHFR	 0.000186607
MSR1	 0.000186607
MPO	 0.000186607
MICALL1	 0.000186607
MCHR1	 0.000186607
MARK4	 0.000186607
MAP3K4	 0.000186607
LRRC15	 0.000186607
LMAN1L	 0.000186607
LIG1	 0.000186607
KIAA1033	 0.000186607
KHSRP	 0.000186607
KDM5B	 0.000186607
HUNK	 0.000186607
HS6ST2	 0.000186607
HRG	 0.000186607
HPS1	 0.000186607
HNRNPCL3	 0.000186607
HIPK3	 0.000186607
GGA3	 0.000186607
GALNT9	 0.000186607
FARP2	 0.000186607
EPS15	 0.000186607
DVL2	 0.000186607
DSG2	 0.000186607
DHRS4	 0.000186607
DBN1	 0.000186607
DAPK3	 0.000186607
CSPG5	 0.000186607
CHSY1	 0.000186607
CCDC114	 0.000186607
CACNB2	 0.000186607
CABLES1	 0.000186607
BRINP2	 0.000186607
BIN2	 0.000186607
BCL6B	 0.000186607
B4GALNT2	 0.000186607
ARNT2	 0.000186607
ARHGAP35	 0.000186607
APOBEC4	 0.000186607
AP1M1	 0.000186607
ALOXE3	 0.000186607
ADARB1	 0.000186607
ACOT11	 0.000186607
ACO2	 0.000186607
ABL2	 0.000186607
A1CF	 0.000186607
PTPRB	 0.000185851
PCNT	 0.000185851
MYH9	 0.000185851
MMP17	 0.000185851
ZNF813	 0.000176269
ZNF335	 0.000176269
UMPS	 0.000176269
UHRF1BP1	 0.000176269
TRIM17	 0.000176269
TJP2	 0.000176269
TDRD1	 0.000176269
SLC6A20	 0.000176269
SLC6A13	 0.000176269
SLC5A10	 0.000176269
SLC43A2	 0.000176269
SBNO1	 0.000176269
RNF111	 0.000176269
PTPN23	 0.000176269
PTDSS2	 0.000176269
PRPF6	 0.000176269
PRKAG2	 0.000176269
PRDM15	 0.000176269
POLD1	 0.000176269
PLEKHN1	 0.000176269
PIAS4	 0.000176269
PHF3	 0.000176269
PER1	 0.000176269
PDE3B	 0.000176269
PCK1	 0.000176269
NRAP	 0.000176269
NPAS2	 0.000176269
MCM2	 0.000176269
MC1R	 0.000176269
MAN2B1	 0.000176269
LRP8	 0.000176269
LOXL2	 0.000176269
KAT2A	 0.000176269
HTRA3	 0.000176269
GRM7	 0.000176269
GPLD1	 0.000176269
GGCX	 0.000176269
GCNT2	 0.000176269
FRMD6	 0.000176269
FAM63B	 0.000176269
EXOSC10	 0.000176269
EIF2AK4	 0.000176269
DHTKD1	 0.000176269
CSTF1	 0.000176269
COL11A1	 0.000176269
CLIP3	 0.000176269
CFAP61	 0.000176269
CCDC129	 0.000176269
C17orf80	 0.000176269
BRSK1	 0.000176269
BRD2	 0.000176269
BEND3	 0.000176269
B4GALNT4	 0.000176269
ANKRD12	 0.000176269
ANKK1	 0.000176269
ADCK3	 0.000176269
ABI3BP	 0.000176269
ABHD17C	 0.000176269
TTN	 0.000175197
XIRP2	 0.000149676
TRRAP	 0.000149676
FAT1	 0.000148085
USP36	 0.000141518
UNC5B	 0.000141518
PKP4	 0.000141518
LAMA4	 0.000141518
KMT2A	 0.000141518
ITGA11	 0.000141518
GTF3C1	 0.000141518
D2HGDH	 0.000141518
CACNA1D	 0.000141518
ATP2B4	 0.000141518
ZNF618	 0.000138722
WDR59	 0.000138722
